"OrthoGroup","# Species","Genes","Alg.-Conn.","L_infantum.fasta","L_major.fasta","L_mexicana.fasta"
"OrthoGroup_6500",3,3,0.934,"LINF_080008100","LmjF.08.0310","LmxM.08.0310"
"OrthoGroup_6501",3,3,0.934,"LINF_080011700","LmjF.08.0650","LmxM.08.0650"
"OrthoGroup_6502",3,3,0.934,"LINF_080016700","LmjF.08.1180","LmxM.08.1180"
"OrthoGroup_6503",3,3,0.934,"LINF_110007900","LmjF.11.0300","LmxM.11.0300"
"OrthoGroup_6504",3,3,0.934,"LINF_130019100","LmjF.13.1390","LmxM.13.1390"
"OrthoGroup_6505",3,3,0.934,"LINF_160015700","LmjF.16.1005","LmxM.16.1005"
"OrthoGroup_6506",3,3,0.934,"LINF_200005100","LmjF.20.0020","LmxM.20.0020"
"OrthoGroup_6507",3,3,0.934,"LINF_210027200","LmjF.21.1740","LmxM.21.1740"
"OrthoGroup_6508",3,3,0.934,"LINF_220010200","LmjF.22.0470","LmxM.22.0470"
"OrthoGroup_6509",3,3,0.934,"LINF_230006300","LmjF.23.0125","LmxM.23.0125"
"OrthoGroup_6510",3,3,0.934,"LINF_230020200","LmjF.23.1150","LmxM.23.1150"
"OrthoGroup_6511",3,3,0.934,"LINF_240024100","LmjF.24.1810","LmxM.24.1810"
"OrthoGroup_6512",3,3,0.934,"LINF_240028800","LmjF.24.2260","LmxM.24.2260"
"OrthoGroup_6513",3,3,0.934,"LINF_250006700","LmjF.25.0160","LmxM.25.0160"
"OrthoGroup_6514",3,3,0.934,"LINF_260009800","LmjF.26.0480","LmxM.26.0480"
"OrthoGroup_6515",3,3,0.934,"LINF_270013100","LmjF.27.0700","LmxM.27.0700"
"OrthoGroup_6516",3,3,0.934,"LINF_270030800","LmjF.27.2335","LmxM.27.2335"
"OrthoGroup_6517",3,3,0.934,"LINF_280006500","LmjF.28.0160","LmxM.28.0160"
"OrthoGroup_6518",3,3,0.934,"LINF_280012900","LmjF.28.0770","LmxM.28.0770"
"OrthoGroup_6519",3,3,0.934,"LINF_280026400","LmjF.28.1990","LmxM.28.1990"
"OrthoGroup_6520",3,3,0.934,"LINF_280032400","LmjF.28.2520","LmxM.28.2520"
"OrthoGroup_6521",3,3,0.934,"LINF_290032200","LmjF.29.2450","LmxM.08_29.2450"
"OrthoGroup_6522",3,3,0.934,"LINF_300006900","LmjF.30.0200","LmxM.29.0200"
"OrthoGroup_6523",3,3,0.934,"LINF_300017900","LmjF.30.1230","LmxM.29.1230"
"OrthoGroup_6524",3,3,0.934,"LINF_300024400","LmjF.30.1970","LmxM.29.1970"
"OrthoGroup_6525",3,3,0.934,"LINF_300026200","LmjF.30.2090","LmxM.29.2090"
"OrthoGroup_6526",3,3,0.934,"LINF_300026900","LmjF.30.2150","LmxM.29.2150"
"OrthoGroup_6527",3,3,0.934,"LINF_300032700","LmjF.30.2750","LmxM.29.2750"
"OrthoGroup_6528",3,3,0.934,"LINF_310006200","LmjF.31.0120","LmxM.30.0120"
"OrthoGroup_6529",3,3,0.934,"LINF_320019400","LmjF.32.1370","LmxM.31.1370"
"OrthoGroup_6530",3,3,0.934,"LINF_320025700","LmjF.32.1970","LmxM.31.1970"
"OrthoGroup_6531",3,3,0.934,"LINF_320039600","LmjF.32.3210","LmxM.31.3210"
"OrthoGroup_6532",3,3,0.934,"LINF_330012500","LmjF.33.0580","LmxM.32.0580"
"OrthoGroup_6533",3,3,0.934,"LINF_330013100","LmjF.33.0620","LmxM.32.0620"
"OrthoGroup_6534",3,3,0.934,"LINF_330017700","LmjF.33.1030","LmxM.32.1030"
"OrthoGroup_6535",3,3,0.934,"LINF_330026600","LmjF.33.1820.2","LmxM.32.1820"
"OrthoGroup_6536",3,3,0.934,"LINF_340050000","LmjF.34.4220","LmxM.33.4220"
"OrthoGroup_6537",3,3,0.934,"LINF_350028600","LmjF.35.2330","LmxM.34.2330"
"OrthoGroup_6538",3,3,0.934,"LINF_350038600","LmjF.35.3320","LmxM.34.3320"
"OrthoGroup_6539",3,3,0.934,"LINF_350040000","LmjF.35.3460","LmxM.34.3460"
"OrthoGroup_6540",3,3,0.934,"LINF_350042300","LmjF.35.3690","LmxM.34.3690"
"OrthoGroup_6541",3,3,0.934,"LINF_350051400","LmjF.35.4560","LmxM.34.4560"
"OrthoGroup_6542",3,3,0.934,"LINF_360026400","LmjF.36.1970","LmxM.36.1970"
"OrthoGroup_6543",3,3,0.934,"LINF_360060200","LmjF.36.5070","LmxM.36.5070"
"OrthoGroup_6544",3,3,0.934,"LINF_360067600","LmjF.36.5780","LmxM.36.5780"
"OrthoGroup_6545",3,3,0.934,"LINF_360077400","LmjF.36.6570","LmxM.36.6570"
"OrthoGroup_6546",3,3,0.933,"LINF_050014000","LmjF.05.0880","LmxM.05.0880"
"OrthoGroup_6547",3,3,0.933,"LINF_050015100","LmjF.05.0970","LmxM.05.0970"
"OrthoGroup_6548",3,3,0.933,"LINF_060010000","LmjF.06.0450","LmxM.06.0450"
"OrthoGroup_6549",3,3,0.933,"LINF_100013500","LmjF.10.0670","LmxM.10.0670"
"OrthoGroup_6550",3,3,0.933,"LINF_110015500","LmjF.11.0950","LmxM.11.0950"
"OrthoGroup_6551",3,3,0.933,"LINF_130006700","LmjF.13.0180","LmxM.13.0180"
"OrthoGroup_6552",3,3,0.933,"LINF_130010400","LmjF.13.0550","LmxM.13.0550"
"OrthoGroup_6553",3,3,0.933,"LINF_140009900","LmjF.14.0450","LmxM.14.0450"
"OrthoGroup_6554",3,3,0.933,"LINF_140015400","LmjF.14.0930","LmxM.14.0930"
"OrthoGroup_6555",3,3,0.933,"LINF_150022000","LmjF.15.1390","LmxM.15.1390"
"OrthoGroup_6556",3,3,0.933,"LINF_160022100","LmjF.16.1600","LmxM.16.1600"
"OrthoGroup_6557",3,3,0.933,"LINF_170013700","LmjF.17.0790","LmxM.17.0790"
"OrthoGroup_6558",3,3,0.933,"LINF_170015700","LmjF.17.0860","LmxM.17.0860"
"OrthoGroup_6559",3,3,0.933,"LINF_190006100","LmjF.19.0130","LmxM.19.0130"
"OrthoGroup_6560",3,3,0.933,"LINF_190015000","LmjF.19.0980","LmxM.19.0980"
"OrthoGroup_6561",3,3,0.933,"LINF_210006100","LmjF.21.0080","LmxM.21.0080"
"OrthoGroup_6562",3,3,0.933,"LINF_210006400","LmjF.21.0110","LmxM.21.0110"
"OrthoGroup_6563",3,3,0.933,"LINF_210009400","LmjF.21.0400","LmxM.21.0400"
"OrthoGroup_6564",3,3,0.933,"LINF_230005100","LmjF.23.0020","LmxM.23.0020"
"OrthoGroup_6565",3,3,0.933,"LINF_230005600","LmjF.23.0060","LmxM.23.0060"
"OrthoGroup_6566",3,3,0.933,"LINF_250009500","LmjF.25.0430","LmxM.25.0430"
"OrthoGroup_6567",3,3,0.933,"LINF_260009000","LmjF.26.0400","LmxM.26.0400"
"OrthoGroup_6568",3,3,0.933,"LINF_280026700","LmjF.28.2010","LmxM.28.2010"
"OrthoGroup_6569",3,3,0.933,"LINF_280031900","LmjF.28.2470","LmxM.28.2470"
"OrthoGroup_6570",3,3,0.933,"LINF_290018900","LmjF.29.1300","LmxM.08_29.1300"
"OrthoGroup_6571",3,3,0.933,"LINF_300028300","LmjF.30.2290","LmxM.29.2290"
"OrthoGroup_6572",3,3,0.933,"LINF_300028900","LmjF.30.2350","LmxM.29.2350"
"OrthoGroup_6573",3,3,0.933,"LINF_300030500","LmjF.30.2540","LmxM.29.2540"
"OrthoGroup_6574",3,3,0.933,"LINF_300042500","LmjF.30.3670","LmxM.29.3670"
"OrthoGroup_6575",3,3,0.933,"LINF_320006900","LmjF.32.0180","LmxM.31.0180"
"OrthoGroup_6576",3,3,0.933,"LINF_320020100","LmjF.32.1440","LmxM.31.1440"
"OrthoGroup_6577",3,3,0.933,"LINF_320035500","LmjF.32.2840","LmxM.31.2840"
"OrthoGroup_6578",3,3,0.933,"LINF_330024800","LmjF.33.1640","LmxM.32.1640"
"OrthoGroup_6579",3,3,0.933,"LINF_340016300","LmjF.34.1000","LmxM.33.1000"
"OrthoGroup_6580",3,3,0.933,"LINF_340040500","LmjF.34.3350","LmxM.33.3350"
"OrthoGroup_6581",3,3,0.933,"LINF_340048800","LmjF.34.4100","LmxM.33.4100"
"OrthoGroup_6582",3,3,0.933,"LINF_340051700","LmjF.34.4550","LmxM.33.4550"
"OrthoGroup_6583",3,3,0.933,"LINF_350006300","LmjF.35.0120","LmxM.34.0120"
"OrthoGroup_6584",3,3,0.933,"LINF_350012100","LmjF.35.0750","LmxM.34.0750"
"OrthoGroup_6585",3,3,0.933,"LINF_350025500","LmjF.35.2050","LmxM.34.2050"
"OrthoGroup_6586",3,3,0.933,"LINF_360040700","LmjF.36.3235","LmxM.36.3235"
"OrthoGroup_6587",3,3,0.933,"LINF_360079900","LmjF.36.6800","LmxM.36.6800"
"OrthoGroup_6588",3,3,0.932,"LINF_030009200","LmjF.03.0450","LmxM.03.0450"
"OrthoGroup_6589",3,3,0.932,"LINF_060009800","LmjF.06.0430","LmxM.06.0430"
"OrthoGroup_6590",3,3,0.932,"LINF_070005100","LmjF.07.0020","LmxM.07.0020"
"OrthoGroup_6591",3,3,0.932,"LINF_070016400","LmjF.07.1010","LmxM.07.1010"
"OrthoGroup_6592",3,3,0.932,"LINF_070016600","LmjF.07.1030","LmxM.07.1030"
"OrthoGroup_6593",3,3,0.932,"LINF_080008300","LmjF.08.0330","LmxM.08.0330"
"OrthoGroup_6594",3,3,0.932,"LINF_110011500","LmjF.11.0580","LmxM.11.0580"
"OrthoGroup_6595",3,3,0.932,"LINF_150016900","LmjF.15.0880","LmxM.15.0880"
"OrthoGroup_6596",3,3,0.932,"LINF_180010800","LmjF.18.0580","LmxM.18.0580"
"OrthoGroup_6597",3,3,0.932,"LINF_180015400","LmjF.18.1010","LmxM.18.1010"
"OrthoGroup_6598",3,3,0.932,"LINF_190020900","LmjF.19.1440","LmxM.19.1440"
"OrthoGroup_6599",3,3,0.932,"LINF_210019200","LmjF.21.1120","LmxM.21.1120"
"OrthoGroup_6600",3,3,0.932,"LINF_210025100","LmjF.21.1567","LmxM.21.1567"
"OrthoGroup_6601",3,3,0.932,"LINF_210026100","LmjF.21.1640","LmxM.21.1640"
"OrthoGroup_6602",3,3,0.932,"LINF_220020400","LmjF.22.1430","LmxM.22.1430"
"OrthoGroup_6603",3,3,0.932,"LINF_230017800","LmjF.23.0950","LmxM.23.0950"
"OrthoGroup_6604",3,3,0.932,"LINF_240028400","LmjF.24.2220","LmxM.24.2220"
"OrthoGroup_6605",3,3,0.932,"LINF_250029800","LmjF.25.2260","LmxM.25.2260"
"OrthoGroup_6606",3,3,0.932,"LINF_260008300","LmjF.26.0330","LmxM.26.0330"
"OrthoGroup_6607",3,3,0.932,"LINF_270014700","LmjF.27.0850","LmxM.27.0850"
"OrthoGroup_6608",3,3,0.932,"LINF_270026400","LmjF.27.1945","LmxM.27.1945"
"OrthoGroup_6609",3,3,0.932,"LINF_280019800","LmjF.28.1400","LmxM.28.1400"
"OrthoGroup_6610",3,3,0.932,"LINF_290031200","LmjF.29.2350","LmxM.08_29.2350"
"OrthoGroup_6611",3,3,0.932,"LINF_300006500","LmjF.30.0140","LmxM.29.0140"
"OrthoGroup_6612",3,3,0.932,"LINF_300009100","LmjF.30.0405","LmxM.29.0405"
"OrthoGroup_6613",3,3,0.932,"LINF_300031700","LmjF.30.2650","LmxM.29.2650"
"OrthoGroup_6614",3,3,0.932,"LINF_300038700","LmjF.30.3300","LmxM.29.3300"
"OrthoGroup_6615",3,3,0.932,"LINF_330020200","LmjF.33.1250","LmxM.32.1250"
"OrthoGroup_6616",3,3,0.932,"LINF_330026200","LmjF.33.1780","LmxM.32.1780"
"OrthoGroup_6617",3,3,0.932,"LINF_330032700","LmjF.33.2370","LmxM.32.2370"
"OrthoGroup_6618",3,3,0.932,"LINF_340008100","LmjF.34.0300","LmxM.33.0300"
"OrthoGroup_6619",3,3,0.932,"LINF_340016400","LmjF.34.1010","LmxM.33.1010"
"OrthoGroup_6620",3,3,0.932,"LINF_340035200","LmjF.34.2830","LmxM.33.2830"
"OrthoGroup_6621",3,3,0.932,"LINF_340039300","LmjF.34.3240","LmxM.33.3240"
"OrthoGroup_6622",3,3,0.932,"LINF_350007400","LmjF.35.0230","LmxM.34.0230"
"OrthoGroup_6623",3,3,0.932,"LINF_350017400","LmjF.35.1250","LmxM.34.1250"
"OrthoGroup_6624",3,3,0.932,"LINF_350032300","LmjF.35.2710","LmxM.34.2710"
"OrthoGroup_6625",3,3,0.932,"LINF_350043900","LmjF.35.3850","LmxM.34.3850"
"OrthoGroup_6626",3,3,0.932,"LINF_350044200","LmjF.35.3880","LmxM.34.3880"
"OrthoGroup_6627",3,3,0.932,"LINF_350046700","LmjF.35.4100","LmxM.34.4100"
"OrthoGroup_6628",3,3,0.932,"LINF_360061200","LmjF.36.5170","LmxM.36.5170"
"OrthoGroup_6629",3,3,0.932,"LINF_360082400","LmjF.36.7000","LmxM.36.7000"
"OrthoGroup_6630",3,3,0.931,"LINF_050007100","LmjF.05.0220","LmxM.05.0220"
"OrthoGroup_6631",3,3,0.931,"LINF_080005000","LmjF.08.0010","LmxM.08.0010"
"OrthoGroup_6632",3,3,0.931,"LINF_080008000","LmjF.08.0300","LmxM.08.0300"
"OrthoGroup_6633",3,3,0.931,"LINF_090014000","LmjF.09.0780","LmxM.09.0780"
"OrthoGroup_6634",3,3,0.931,"LINF_090021200","LmjF.09.1370","LmxM.09.1370"
"OrthoGroup_6635",3,3,0.931,"LINF_110009600","LmjF.11.0470","LmxM.11.0470"
"OrthoGroup_6636",3,3,0.931,"LINF_110019400","LmjF.11.1360","LmxM.11.1360"
"OrthoGroup_6637",3,3,0.931,"LINF_120005100","LmjF.12.0020","LmxM.12.0020"
"OrthoGroup_6638",3,3,0.931,"LINF_130015000","LmjF.13.1010","LmxM.13.1010"
"OrthoGroup_6639",3,3,0.931,"LINF_140006900","LmjF.14.0200","LmxM.14.0200"
"OrthoGroup_6640",3,3,0.931,"LINF_140017100","LmjF.14.1090","LmxM.14.1090"
"OrthoGroup_6641",3,3,0.931,"LINF_150014500","LmjF.15.0710","LmxM.15.0710"
"OrthoGroup_6642",3,3,0.931,"LINF_160012300","LmjF.16.0690","LmxM.16.0690"
"OrthoGroup_6643",3,3,0.931,"LINF_160016900","LmjF.16.1130","LmxM.16.1130"
"OrthoGroup_6644",3,3,0.931,"LINF_160021500","LmjF.16.1540","LmxM.16.1540"
"OrthoGroup_6645",3,3,0.931,"LINF_170021300","LmjF.17.1390","LmxM.17.1390"
"OrthoGroup_6646",3,3,0.931,"LINF_190011700","LmjF.19.0680","LmxM.19.0680"
"OrthoGroup_6647",3,3,0.931,"LINF_210020300","LmjF.21.1220","LmxM.21.1220"
"OrthoGroup_6648",3,3,0.931,"LINF_210028400","LmjF.21.1855","LmxM.21.1855"
"OrthoGroup_6649",3,3,0.931,"LINF_220021500","LmjF.22.1530","LmxM.22.1530"
"OrthoGroup_6650",3,3,0.931,"LINF_230026200","LmjF.23.1550","LmxM.23.1550"
"OrthoGroup_6651",3,3,0.931,"LINF_250013800","LmjF.25.0800","LmxM.25.0800"
"OrthoGroup_6652",3,3,0.931,"LINF_250014700","LmjF.25.0890","LmxM.25.0890"
"OrthoGroup_6653",3,3,0.931,"LINF_250025000","LmjF.25.1820","LmxM.25.1820"
"OrthoGroup_6654",3,3,0.931,"LINF_260029700","LmjF.26.2420","LmxM.26.2420"
"OrthoGroup_6655",3,3,0.931,"LINF_270005400","LmjF.27.0050","LmxM.27.0050"
"OrthoGroup_6656",3,3,0.931,"LINF_270017400","LmjF.27.1100","LmxM.27.1100"
"OrthoGroup_6657",3,3,0.931,"LINF_280018300","LmjF.28.1250","LmxM.28.1250"
"OrthoGroup_6658",3,3,0.931,"LINF_280026300","LmjF.28.1980","LmxM.28.1980"
"OrthoGroup_6659",3,3,0.931,"LINF_280029800","LmjF.28.2300","LmxM.28.2300"
"OrthoGroup_6660",3,3,0.931,"LINF_280037800","LmjF.28.2960","LmxM.28.2960"
"OrthoGroup_6661",3,3,0.931,"LINF_290025500","LmjF.29.1810","LmxM.08_29.1810"
"OrthoGroup_6662",3,3,0.931,"LINF_300038900","LmjF.30.3320","LmxM.29.3320"
"OrthoGroup_6663",3,3,0.931,"LINF_300041400","LmjF.30.3560","LmxM.29.3560"
"OrthoGroup_6664",3,3,0.931,"LINF_320014700","LmjF.32.0910","LmxM.31.0910"
"OrthoGroup_6665",3,3,0.931,"LINF_330017600","LmjF.33.1020","LmxM.32.1020"
"OrthoGroup_6666",3,3,0.931,"LINF_330017800","LmjF.33.1035","LmxM.32.1035"
"OrthoGroup_6667",3,3,0.931,"LINF_330018400","LmjF.33.1090","LmxM.32.1090"
"OrthoGroup_6668",3,3,0.931,"LINF_340035500","LmjF.34.2860","LmxM.33.2860"
"OrthoGroup_6669",3,3,0.931,"LINF_350018400","LmjF.35.1355","LmxM.34.1355"
"OrthoGroup_6670",3,3,0.931,"LINF_350056900","LmjF.35.5140","LmxM.34.5140"
"OrthoGroup_6671",3,3,0.931,"LINF_350057600","LmjF.35.5200","LmxM.34.5200"
"OrthoGroup_6672",3,3,0.931,"LINF_360053400","LmjF.36.4410","LmxM.36.4410"
"OrthoGroup_6673",3,3,0.93,"LINF_010006800","LmjF.01.0190","LmxM.01.0190"
"OrthoGroup_6674",3,3,0.93,"LINF_020011300","LmjF.02.0600","LmxM.02.0600"
"OrthoGroup_6675",3,3,0.93,"LINF_080008700","LmjF.08.0360","LmxM.08.0360"
"OrthoGroup_6676",3,3,0.93,"LINF_080008800","LmjF.08.0370","LmxM.08.0370"
"OrthoGroup_6677",3,3,0.93,"LINF_090014300","LmjF.09.0810","LmxM.09.0810"
"OrthoGroup_6678",3,3,0.93,"LINF_090020000","LmjF.09.1260","LmxM.09.1260"
"OrthoGroup_6679",3,3,0.93,"LINF_100018500","LmjF.10.1120","LmxM.10.1120"
"OrthoGroup_6680",3,3,0.93,"LINF_100020600","LmjF.10.1260","LmxM.10.1260"
"OrthoGroup_6681",3,3,0.93,"LINF_110007100","LmjF.11.0220","LmxM.11.0220"
"OrthoGroup_6682",3,3,0.93,"LINF_110012300","LmjF.11.0660","LmxM.11.0660"
"OrthoGroup_6683",3,3,0.93,"LINF_110019300","LmjF.11.1350","LmxM.11.1350"
"OrthoGroup_6684",3,3,0.93,"LINF_130013100","LmjF.13.0820","LmxM.13.0820"
"OrthoGroup_6685",3,3,0.93,"LINF_150017700","LmjF.15.0960","LmxM.15.0960"
"OrthoGroup_6686",3,3,0.93,"LINF_150017800","LmjF.15.0970","LmxM.15.0970"
"OrthoGroup_6687",3,3,0.93,"LINF_160012000","LmjF.16.0660","LmxM.16.0660"
"OrthoGroup_6688",3,3,0.93,"LINF_180013100","LmjF.18.0790","LmxM.18.0790"
"OrthoGroup_6689",3,3,0.93,"LINF_190005700","LmjF.19.0090","LmxM.19.0090"
"OrthoGroup_6690",3,3,0.93,"LINF_190010500","LmjF.19.0570","LmxM.19.0570"
"OrthoGroup_6691",3,3,0.93,"LINF_190022200","LmjF.19.1580","LmxM.19.1580"
"OrthoGroup_6692",3,3,0.93,"LINF_200019800","LmjF.20.1450","LmxM.20.1450"
"OrthoGroup_6693",3,3,0.93,"LINF_210026600","LmjF.21.1680","LmxM.21.1680"
"OrthoGroup_6694",3,3,0.93,"LINF_250018400","LmjF.25.1220","LmxM.25.1220"
"OrthoGroup_6695",3,3,0.93,"LINF_270008600","LmjF.27.0350","LmxM.27.0350"
"OrthoGroup_6696",3,3,0.93,"LINF_270009700","LmjF.27.0460","LmxM.27.0460"
"OrthoGroup_6697",3,3,0.93,"LINF_270027500","LmjF.27.2040","LmxM.27.2040"
"OrthoGroup_6698",3,3,0.93,"LINF_280007200","LmjF.28.0230","LmxM.28.0230"
"OrthoGroup_6699",3,3,0.93,"LINF_280016900","LmjF.28.1120","LmxM.28.1120"
"OrthoGroup_6700",3,3,0.93,"LINF_280022300","LmjF.28.1600","LmxM.28.1600"
"OrthoGroup_6701",3,3,0.93,"LINF_280031000","LmjF.28.2400","LmxM.28.2400"
"OrthoGroup_6702",3,3,0.93,"LINF_290013700","LmjF.29.0850","LmxM.08_29.0850"
"OrthoGroup_6703",3,3,0.93,"LINF_300005800","LmjF.30.0080","LmxM.29.0080"
"OrthoGroup_6704",3,3,0.93,"LINF_300040500","LmjF.30.3470","LmxM.29.3470"
"OrthoGroup_6705",3,3,0.93,"LINF_320010000","LmjF.32.0477","LmxM.31.0477"
"OrthoGroup_6706",3,3,0.93,"LINF_320042900","LmjF.32.3560","LmxM.31.3560"
"OrthoGroup_6707",3,3,0.93,"LINF_330030500","LmjF.33.2160","LmxM.32.2160"
"OrthoGroup_6708",3,3,0.93,"LINF_330037000","LmjF.33.2770","LmxM.32.2770"
"OrthoGroup_6709",3,3,0.93,"LINF_330041400","LmjF.33.3130","LmxM.32.3130"
"OrthoGroup_6710",3,3,0.93,"LINF_350013800","LmjF.35.0910","LmxM.34.0910"
"OrthoGroup_6711",3,3,0.93,"LINF_350015000","LmjF.35.1030","LmxM.34.1030"
"OrthoGroup_6712",3,3,0.93,"LINF_350018600","LmjF.35.1370","LmxM.34.1370"
"OrthoGroup_6713",3,3,0.93,"LINF_360014000","LmjF.36.0830","LmxM.36.0830"
"OrthoGroup_6714",3,3,0.93,"LINF_360015400","LmjF.36.0960","LmxM.36.0960"
"OrthoGroup_6715",3,3,0.93,"LINF_360025300","LmjF.36.1890","LmxM.36.1890"
"OrthoGroup_6716",3,3,0.93,"LINF_360051700","LmjF.36.4240","LmxM.36.4240"
"OrthoGroup_6717",3,3,0.929,"LINF_020011900","LmjF.02.0660","LmxM.02.0660"
"OrthoGroup_6718",3,3,0.929,"LINF_030012200","LmjF.03.0720","LmxM.03.0720"
"OrthoGroup_6719",3,3,0.929,"LINF_050006900","LmjF.05.0200","LmxM.05.0200"
"OrthoGroup_6720",3,3,0.929,"LINF_050008100","LmjF.05.0310","LmxM.05.0310"
"OrthoGroup_6721",3,3,0.929,"LINF_080005300","LmjF.08.0040","LmxM.08.0040"
"OrthoGroup_6722",3,3,0.929,"LINF_120009600","LmjF.12.0440","LmxM.12.0440"
"OrthoGroup_6723",3,3,0.929,"LINF_120017100","LmjF.12.1290","LmxM.12.1290"
"OrthoGroup_6724",3,3,0.929,"LINF_130009400","LmjF.13.0450","LmxM.13.0450"
"OrthoGroup_6725",3,3,0.929,"LINF_150016600","LmjF.15.0850","LmxM.15.0850"
"OrthoGroup_6726",3,3,0.929,"LINF_190009800","LmjF.19.0490","LmxM.19.0490"
"OrthoGroup_6727",3,3,0.929,"LINF_210008100","LmjF.21.0270","LmxM.21.0270"
"OrthoGroup_6728",3,3,0.929,"LINF_210024900","LmjF.21.1566","LmxM.21.1566"
"OrthoGroup_6729",3,3,0.929,"LINF_220020300","LmjF.22.1420","LmxM.22.1420"
"OrthoGroup_6730",3,3,0.929,"LINF_250015900","LmjF.25.1000","LmxM.25.1000"
"OrthoGroup_6731",3,3,0.929,"LINF_270006400","LmjF.27.0150","LmxM.27.0150"
"OrthoGroup_6732",3,3,0.929,"LINF_280037200","LmjF.28.2900","LmxM.28.2900"
"OrthoGroup_6733",3,3,0.929,"LINF_290026300","LmjF.29.1870","LmxM.08_29.1870"
"OrthoGroup_6734",3,3,0.929,"LINF_300037700","LmjF.30.3210","LmxM.29.3210"
"OrthoGroup_6735",3,3,0.929,"LINF_310017500","LmjF.31.1120","LmxM.30.1120"
"OrthoGroup_6736",3,3,0.929,"LINF_310018400","LmjF.31.1190","LmxM.30.1190"
"OrthoGroup_6737",3,3,0.929,"LINF_320032800","LmjF.32.2590","LmxM.31.2590"
"OrthoGroup_6738",3,3,0.929,"LINF_330021500","LmjF.33.1350","LmxM.32.1350"
"OrthoGroup_6739",3,3,0.929,"LINF_330029500","LmjF.33.2060","LmxM.32.2060"
"OrthoGroup_6740",3,3,0.929,"LINF_340006700","LmjF.34.0170","LmxM.33.0170"
"OrthoGroup_6741",3,3,0.929,"LINF_340008000","LmjF.34.0290","LmxM.33.0290"
"OrthoGroup_6742",3,3,0.929,"LINF_340021400","LmjF.34.1420","LmxM.33.1420"
"OrthoGroup_6743",3,3,0.929,"LINF_350013300","LmjF.35.0860","LmxM.34.0860"
"OrthoGroup_6744",3,3,0.929,"LINF_350013600","LmjF.35.0890","LmxM.34.0890"
"OrthoGroup_6745",3,3,0.929,"LINF_350014700","LmjF.35.1000","LmxM.34.1000"
"OrthoGroup_6746",3,3,0.929,"LINF_350029100","LmjF.35.2380","LmxM.34.2380"
"OrthoGroup_6747",3,3,0.929,"LINF_350041800","LmjF.35.3640","LmxM.34.3640"
"OrthoGroup_6748",3,3,0.929,"LINF_350046300","LmjF.35.4060","LmxM.34.4060"
"OrthoGroup_6749",3,3,0.929,"LINF_360061800","LmjF.36.5230","LmxM.36.5230"
"OrthoGroup_6750",3,3,0.929,"LINF_360080600","LmjF.36.6860","LmxM.36.6860"
"OrthoGroup_6751",3,3,0.928,"LINF_040012300","LmjF.04.0720","LmxM.04.0720"
"OrthoGroup_6752",3,3,0.928,"LINF_060017700","LmjF.06.1190","LmxM.06.1190"
"OrthoGroup_6753",3,3,0.928,"LINF_110019700","LmjF.11.1380","LmxM.11.1380"
"OrthoGroup_6754",3,3,0.928,"LINF_120006000","LmjF.12.0090","LmxM.12.0090"
"OrthoGroup_6755",3,3,0.928,"LINF_120016900","LmjF.12.1270","LmxM.12.1270"
"OrthoGroup_6756",3,3,0.928,"LINF_130005000","LmjF.13.0010","LmxM.13.0010"
"OrthoGroup_6757",3,3,0.928,"LINF_130019500","LmjF.13.1420","LmxM.13.1420"
"OrthoGroup_6758",3,3,0.928,"LINF_170009600","LmjF.17.0330","LmxM.17.0330"
"OrthoGroup_6759",3,3,0.928,"LINF_170018400","LmjF.17.1120","LmxM.17.1120"
"OrthoGroup_6760",3,3,0.928,"LINF_170020600","LmjF.17.1330","LmxM.17.1330"
"OrthoGroup_6761",3,3,0.928,"LINF_210010300","LmjF.21.0490","LmxM.21.0490"
"OrthoGroup_6762",3,3,0.928,"LINF_210016300","LmjF.21.0895","LmxM.21.0895"
"OrthoGroup_6763",3,3,0.928,"LINF_210019000","LmjF.21.1100","LmxM.21.1100"
"OrthoGroup_6764",3,3,0.928,"LINF_210026700","LmjF.21.1690","LmxM.21.1690"
"OrthoGroup_6765",3,3,0.928,"LINF_240018500","LmjF.24.1320","LmxM.24.1320"
"OrthoGroup_6766",3,3,0.928,"LINF_240021700","LmjF.24.1620","LmxM.24.1620"
"OrthoGroup_6767",3,3,0.928,"LINF_250011700","LmjF.25.0640","LmxM.25.0640"
"OrthoGroup_6768",3,3,0.928,"LINF_260027500","LmjF.26.2210","LmxM.26.2210"
"OrthoGroup_6769",3,3,0.928,"LINF_260028700","LmjF.26.2320","LmxM.26.2320"
"OrthoGroup_6770",3,3,0.928,"LINF_270011700","LmjF.27.0570","LmxM.27.0570"
"OrthoGroup_6771",3,3,0.928,"LINF_270032300","LmjF.27.2410","LmxM.27.2410"
"OrthoGroup_6772",3,3,0.928,"LINF_290012800","LmjF.29.0770","LmxM.08_29.0770"
"OrthoGroup_6773",3,3,0.928,"LINF_290026100","LmjF.29.1850","LmxM.08_29.1850"
"OrthoGroup_6774",3,3,0.928,"LINF_310033900","LmjF.31.2580","LmxM.30.2580"
"OrthoGroup_6775",3,3,0.928,"LINF_330012300","LmjF.33.0565","LmxM.32.0565"
"OrthoGroup_6776",3,3,0.928,"LINF_330013800","LmjF.33.0690","LmxM.32.0690"
"OrthoGroup_6777",3,3,0.928,"LINF_330033100","LmjF.33.2400","LmxM.32.2400"
